,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
5331,aflplusplus,5,60,5,1246,4,bloaty_fuzz_target-IDX97
5332,libfuzzer,2,120,5,1509,5,bloaty_fuzz_target-IDX97
5333,entropic,0,900,5,1689,6,bloaty_fuzz_target-IDX97
5334,entropic,68,660,1233,1666,1,bloaty_fuzz_target-IDX25
5335,afl,68,660,1233,1296,2,bloaty_fuzz_target-IDX25
5336,honggfuzz,67,480,1233,1702,3,bloaty_fuzz_target-IDX25
5337,eclipser,67,720,1233,1407,4,bloaty_fuzz_target-IDX25
5338,libfuzzer,63,120,1233,1603,5,bloaty_fuzz_target-IDX25
5339,aflplusplus,56,360,1233,1338,6,bloaty_fuzz_target-IDX25
5340,honggfuzz,375,60,375,4640,1,libxml2-v2.9.2-IDX43
5341,entropic,375,60,375,4435,2,libxml2-v2.9.2-IDX43
5342,libfuzzer,375,60,375,4416,3,libxml2-v2.9.2-IDX43
5343,afl,375,60,375,4347,4,libxml2-v2.9.2-IDX43
5344,eclipser,375,60,375,4292,5,libxml2-v2.9.2-IDX43
5345,aflplusplus,375,60,375,3636,6,libxml2-v2.9.2-IDX43
5346,afl,367,420,367,1863,1,libjpeg-turbo-07-2017-IDX27
5347,aflplusplus,367,660,367,1921,2,libjpeg-turbo-07-2017-IDX27
5348,entropic,279,840,367,1757,3,libjpeg-turbo-07-2017-IDX27
5349,eclipser,225,600,367,1463,4,libjpeg-turbo-07-2017-IDX27
5350,libfuzzer,153,240,367,1384,5,libjpeg-turbo-07-2017-IDX27
5351,honggfuzz,152,60,367,1356,6,libjpeg-turbo-07-2017-IDX27
5352,eclipser,558,840,574,9730,1,php_php-fuzz-parser-IDX55
5353,afl,557,780,574,9561,2,php_php-fuzz-parser-IDX55
5354,honggfuzz,557,840,574,9821,3,php_php-fuzz-parser-IDX55
5355,entropic,535,900,574,9411,4,php_php-fuzz-parser-IDX55
5356,libfuzzer,519,840,574,9054,5,php_php-fuzz-parser-IDX55
5357,aflplusplus,398,720,574,8778,6,php_php-fuzz-parser-IDX55
5358,libfuzzer,48,60,48,517,1,jsoncpp_jsoncpp_fuzzer-IDX52
5359,entropic,48,60,48,516,2,jsoncpp_jsoncpp_fuzzer-IDX52
5360,eclipser,48,60,48,511,3,jsoncpp_jsoncpp_fuzzer-IDX52
5361,afl,48,60,48,511,3,jsoncpp_jsoncpp_fuzzer-IDX52
5362,aflplusplus,48,120,48,508,4,jsoncpp_jsoncpp_fuzzer-IDX52
5363,honggfuzz,48,180,48,512,5,jsoncpp_jsoncpp_fuzzer-IDX52
5364,honggfuzz,136,780,167,3309,1,openssl_x509-IDX42
5365,entropic,113,900,167,3367,2,openssl_x509-IDX42
5366,libfuzzer,112,840,167,3404,3,openssl_x509-IDX42
5367,eclipser,65,240,167,3024,4,openssl_x509-IDX42
5368,afl,65,360,167,2993,5,openssl_x509-IDX42
5369,aflplusplus,61,120,167,3216,6,openssl_x509-IDX42
5370,honggfuzz,63,600,68,2926,1,proj4-2017-08-14-IDX29
5371,entropic,62,120,68,2378,2,proj4-2017-08-14-IDX29
5372,eclipser,62,120,68,1726,3,proj4-2017-08-14-IDX29
5373,libfuzzer,62,180,68,2697,4,proj4-2017-08-14-IDX29
5374,aflplusplus,62,360,68,1972,5,proj4-2017-08-14-IDX29
5375,afl,62,420,68,2019,6,proj4-2017-08-14-IDX29
5376,libfuzzer,141,600,149,2127,1,libpcap_fuzz_both-IDX36
5377,honggfuzz,134,720,149,2112,2,libpcap_fuzz_both-IDX36
5378,eclipser,118,480,149,2058,3,libpcap_fuzz_both-IDX36
5379,afl,116,120,149,1972,4,libpcap_fuzz_both-IDX36
5380,aflplusplus,109,840,149,2034,5,libpcap_fuzz_both-IDX36
5381,entropic,46,420,149,1930,6,libpcap_fuzz_both-IDX36
5382,eclipser,97,420,97,6071,1,harfbuzz-1.3.2-IDX99
5383,aflplusplus,96,840,97,6079,2,harfbuzz-1.3.2-IDX99
5384,afl,84,120,97,4928,3,harfbuzz-1.3.2-IDX99
5385,entropic,84,720,97,5116,4,harfbuzz-1.3.2-IDX99
5386,libfuzzer,80,420,97,4432,5,harfbuzz-1.3.2-IDX99
5387,honggfuzz,71,300,97,4976,6,harfbuzz-1.3.2-IDX99
5388,aflplusplus,20,60,20,964,1,libpng-1.2.56-IDX99
5389,entropic,20,60,20,951,2,libpng-1.2.56-IDX99
5390,honggfuzz,20,60,20,920,3,libpng-1.2.56-IDX99
5391,afl,20,60,20,900,4,libpng-1.2.56-IDX99
5392,eclipser,20,60,20,893,5,libpng-1.2.56-IDX99
5393,libfuzzer,0,900,20,832,6,libpng-1.2.56-IDX99
5394,aflplusplus,268,240,433,5904,1,libxslt_xpath-IDX31
5395,libfuzzer,266,420,433,6004,2,libxslt_xpath-IDX31
5396,entropic,266,840,433,6016,3,libxslt_xpath-IDX31
5397,eclipser,265,240,433,5717,4,libxslt_xpath-IDX31
5398,honggfuzz,265,660,433,5807,5,libxslt_xpath-IDX31
5399,afl,264,600,433,5883,6,libxslt_xpath-IDX31
5400,libfuzzer,81,60,81,2128,1,proj4-2017-08-14-IDX48
5401,honggfuzz,81,60,81,2014,2,proj4-2017-08-14-IDX48
5402,aflplusplus,81,60,81,1854,3,proj4-2017-08-14-IDX48
5403,eclipser,81,60,81,1740,4,proj4-2017-08-14-IDX48
5404,afl,81,60,81,1710,5,proj4-2017-08-14-IDX48
5405,entropic,81,300,81,3036,6,proj4-2017-08-14-IDX48
5406,honggfuzz,131,660,133,9403,1,sqlite3_ossfuzz-IDX19
5407,eclipser,131,720,133,9568,2,sqlite3_ossfuzz-IDX19
5408,entropic,129,660,133,8736,3,sqlite3_ossfuzz-IDX19
5409,afl,119,540,133,8557,4,sqlite3_ossfuzz-IDX19
5410,aflplusplus,117,900,133,8552,5,sqlite3_ossfuzz-IDX19
5411,libfuzzer,91,780,133,8474,6,sqlite3_ossfuzz-IDX19
5412,aflplusplus,130,60,130,2354,1,re2-2014-12-09-IDX50
5413,libfuzzer,130,60,130,2338,2,re2-2014-12-09-IDX50
5414,entropic,130,60,130,2197,3,re2-2014-12-09-IDX50
5415,honggfuzz,130,60,130,2186,4,re2-2014-12-09-IDX50
5416,eclipser,130,120,130,2390,5,re2-2014-12-09-IDX50
5417,afl,130,120,130,2375,6,re2-2014-12-09-IDX50
5418,honggfuzz,92,420,92,1341,1,lcms-2017-03-21-IDX77
5419,afl,92,660,92,1430,2,lcms-2017-03-21-IDX77
5420,eclipser,92,900,92,1381,3,lcms-2017-03-21-IDX77
5421,entropic,84,900,92,1369,4,lcms-2017-03-21-IDX77
5422,aflplusplus,78,360,92,1396,5,lcms-2017-03-21-IDX77
5423,libfuzzer,69,180,92,1285,6,lcms-2017-03-21-IDX77
5424,aflplusplus,4,60,4,2057,1,openthread-2019-12-23-IDX46
5425,entropic,4,60,4,2046,2,openthread-2019-12-23-IDX46
5426,libfuzzer,4,60,4,2027,3,openthread-2019-12-23-IDX46
5427,eclipser,4,60,4,2006,4,openthread-2019-12-23-IDX46
5428,afl,4,60,4,1966,5,openthread-2019-12-23-IDX46
5429,honggfuzz,4,60,4,1846,6,openthread-2019-12-23-IDX46
5430,afl,117,60,117,4776,1,harfbuzz-1.3.2-IDX86
5431,aflplusplus,117,60,117,4357,2,harfbuzz-1.3.2-IDX86
5432,eclipser,117,60,117,4249,3,harfbuzz-1.3.2-IDX86
5433,entropic,117,60,117,4064,4,harfbuzz-1.3.2-IDX86
5434,honggfuzz,117,60,117,4019,5,harfbuzz-1.3.2-IDX86
5435,libfuzzer,117,60,117,3943,6,harfbuzz-1.3.2-IDX86
5436,afl,75,780,119,1141,1,vorbis-2017-12-11-IDX35
5437,honggfuzz,75,780,119,1124,2,vorbis-2017-12-11-IDX35
5438,aflplusplus,68,720,119,1142,3,vorbis-2017-12-11-IDX35
5439,entropic,63,720,119,1089,4,vorbis-2017-12-11-IDX35
5440,eclipser,63,780,119,1084,5,vorbis-2017-12-11-IDX35
5441,libfuzzer,1,60,119,968,6,vorbis-2017-12-11-IDX35
5442,honggfuzz,4,180,8,1808,1,mbedtls_fuzz_dtlsclient-IDX6
5443,afl,2,60,8,1731,2,mbedtls_fuzz_dtlsclient-IDX6
5444,libfuzzer,2,60,8,1641,3,mbedtls_fuzz_dtlsclient-IDX6
5445,entropic,2,180,8,1759,4,mbedtls_fuzz_dtlsclient-IDX6
5446,eclipser,2,180,8,1755,5,mbedtls_fuzz_dtlsclient-IDX6
5447,aflplusplus,1,60,8,1747,6,mbedtls_fuzz_dtlsclient-IDX6
5448,honggfuzz,245,900,324,5786,1,curl_curl_fuzzer_http-IDX36
5449,entropic,180,780,324,5775,2,curl_curl_fuzzer_http-IDX36
5450,afl,179,60,324,5564,3,curl_curl_fuzzer_http-IDX36
5451,aflplusplus,179,60,324,5529,4,curl_curl_fuzzer_http-IDX36
5452,eclipser,179,120,324,5505,5,curl_curl_fuzzer_http-IDX36
5453,libfuzzer,179,600,324,5630,6,curl_curl_fuzzer_http-IDX36
5454,entropic,16,60,16,1958,1,proj4-2017-08-14-IDX42
5455,eclipser,16,60,16,1478,2,proj4-2017-08-14-IDX42
5456,honggfuzz,16,60,16,1135,3,proj4-2017-08-14-IDX42
5457,afl,16,60,16,886,4,proj4-2017-08-14-IDX42
5458,libfuzzer,16,120,16,2088,5,proj4-2017-08-14-IDX42
5459,aflplusplus,16,120,16,1434,6,proj4-2017-08-14-IDX42
5460,honggfuzz,56,180,56,2225,1,proj4-2017-08-14-IDX54
5461,eclipser,56,240,56,1982,2,proj4-2017-08-14-IDX54
5462,libfuzzer,56,540,56,3107,3,proj4-2017-08-14-IDX54
5463,aflplusplus,56,840,56,2816,4,proj4-2017-08-14-IDX54
5464,entropic,55,60,56,1952,5,proj4-2017-08-14-IDX54
5465,afl,54,180,56,1661,6,proj4-2017-08-14-IDX54
5466,honggfuzz,31,420,31,155,1,systemd_fuzz-link-parser-IDX79
5467,libfuzzer,12,60,31,118,2,systemd_fuzz-link-parser-IDX79
5468,eclipser,12,60,31,113,3,systemd_fuzz-link-parser-IDX79
5469,aflplusplus,12,60,31,111,4,systemd_fuzz-link-parser-IDX79
5470,afl,12,60,31,110,5,systemd_fuzz-link-parser-IDX79
5471,entropic,12,180,31,127,6,systemd_fuzz-link-parser-IDX79
5472,honggfuzz,609,900,643,7135,1,libxml2-v2.9.2-IDX28
5473,afl,464,120,643,5436,2,libxml2-v2.9.2-IDX28
5474,aflplusplus,440,840,643,5700,3,libxml2-v2.9.2-IDX28
5475,entropic,389,360,643,5361,4,libxml2-v2.9.2-IDX28
5476,eclipser,376,180,643,5055,5,libxml2-v2.9.2-IDX28
5477,libfuzzer,336,300,643,4255,6,libxml2-v2.9.2-IDX28
5478,honggfuzz,984,600,1115,4525,1,bloaty_fuzz_target-IDX28
5479,eclipser,981,840,1115,4343,2,bloaty_fuzz_target-IDX28
5480,libfuzzer,931,900,1115,3609,3,bloaty_fuzz_target-IDX28
5481,entropic,198,420,1115,1919,4,bloaty_fuzz_target-IDX28
5482,afl,126,780,1115,1691,5,bloaty_fuzz_target-IDX28
5483,aflplusplus,104,420,1115,1674,6,bloaty_fuzz_target-IDX28
5484,entropic,17,120,17,2193,1,mbedtls_fuzz_dtlsclient-IDX63
5485,libfuzzer,17,240,17,2173,2,mbedtls_fuzz_dtlsclient-IDX63
5486,aflplusplus,17,360,17,2196,3,mbedtls_fuzz_dtlsclient-IDX63
5487,honggfuzz,17,600,17,2308,4,mbedtls_fuzz_dtlsclient-IDX63
5488,afl,16,60,17,2192,5,mbedtls_fuzz_dtlsclient-IDX63
5489,eclipser,16,60,17,2167,6,mbedtls_fuzz_dtlsclient-IDX63
5490,libfuzzer,57,60,57,516,1,jsoncpp_jsoncpp_fuzzer-IDX77
5491,entropic,57,60,57,516,1,jsoncpp_jsoncpp_fuzzer-IDX77
5492,aflplusplus,57,60,57,511,2,jsoncpp_jsoncpp_fuzzer-IDX77
5493,eclipser,57,60,57,509,3,jsoncpp_jsoncpp_fuzzer-IDX77
5494,afl,57,60,57,507,4,jsoncpp_jsoncpp_fuzzer-IDX77
5495,honggfuzz,57,60,57,507,4,jsoncpp_jsoncpp_fuzzer-IDX77
5496,eclipser,53,60,53,1489,1,libpcap_fuzz_both-IDX24
5497,honggfuzz,53,60,53,1475,2,libpcap_fuzz_both-IDX24
5498,entropic,53,60,53,1473,3,libpcap_fuzz_both-IDX24
5499,libfuzzer,53,60,53,1456,4,libpcap_fuzz_both-IDX24
5500,aflplusplus,53,60,53,1452,5,libpcap_fuzz_both-IDX24
5501,afl,53,60,53,1433,6,libpcap_fuzz_both-IDX24
5502,honggfuzz,428,780,496,6839,1,libxml2-v2.9.2-IDX59
5503,eclipser,245,900,496,6062,2,libxml2-v2.9.2-IDX59
5504,afl,228,900,496,5990,3,libxml2-v2.9.2-IDX59
5505,entropic,190,900,496,5115,4,libxml2-v2.9.2-IDX59
5506,libfuzzer,158,480,496,4130,5,libxml2-v2.9.2-IDX59
5507,aflplusplus,58,720,496,4324,6,libxml2-v2.9.2-IDX59
5508,honggfuzz,11,60,29,148,1,systemd_fuzz-link-parser-IDX78
5509,afl,11,60,29,147,2,systemd_fuzz-link-parser-IDX78
5510,entropic,11,60,29,146,3,systemd_fuzz-link-parser-IDX78
5511,aflplusplus,11,60,29,143,4,systemd_fuzz-link-parser-IDX78
5512,libfuzzer,11,60,29,139,5,systemd_fuzz-link-parser-IDX78
5513,eclipser,10,60,29,122,6,systemd_fuzz-link-parser-IDX78
5514,honggfuzz,326,480,509,8007,1,sqlite3_ossfuzz-IDX49
5515,entropic,325,780,509,7615,2,sqlite3_ossfuzz-IDX49
5516,libfuzzer,169,900,509,6918,3,sqlite3_ossfuzz-IDX49
5517,afl,157,720,509,6563,4,sqlite3_ossfuzz-IDX49
5518,eclipser,73,600,509,5861,5,sqlite3_ossfuzz-IDX49
5519,aflplusplus,50,60,509,5666,6,sqlite3_ossfuzz-IDX49
5520,afl,1113,720,1116,10412,1,php_php-fuzz-parser-IDX37
5521,libfuzzer,1110,900,1116,10292,2,php_php-fuzz-parser-IDX37
5522,eclipser,1109,900,1116,9797,3,php_php-fuzz-parser-IDX37
5523,honggfuzz,1106,780,1116,10222,4,php_php-fuzz-parser-IDX37
5524,aflplusplus,1091,840,1116,10139,5,php_php-fuzz-parser-IDX37
5525,entropic,1091,900,1116,10385,6,php_php-fuzz-parser-IDX37
5526,eclipser,196,660,203,8924,1,php_php-fuzz-parser-IDX65
5527,afl,184,840,203,8415,2,php_php-fuzz-parser-IDX65
5528,aflplusplus,183,840,203,8989,3,php_php-fuzz-parser-IDX65
5529,entropic,167,660,203,8928,4,php_php-fuzz-parser-IDX65
5530,libfuzzer,163,900,203,8560,5,php_php-fuzz-parser-IDX65
5531,honggfuzz,162,840,203,9060,6,php_php-fuzz-parser-IDX65
5532,aflplusplus,566,360,645,5744,1,libxslt_xpath-IDX15
5533,libfuzzer,546,240,645,5786,2,libxslt_xpath-IDX15
5534,eclipser,546,420,645,5597,3,libxslt_xpath-IDX15
5535,entropic,546,540,645,5888,4,libxslt_xpath-IDX15
5536,afl,546,840,645,5885,5,libxslt_xpath-IDX15
5537,honggfuzz,539,480,645,5646,6,libxslt_xpath-IDX15
5538,afl,57,60,57,1786,1,mbedtls_fuzz_dtlsclient-IDX90
5539,eclipser,57,60,57,1771,2,mbedtls_fuzz_dtlsclient-IDX90
5540,aflplusplus,56,60,57,2227,3,mbedtls_fuzz_dtlsclient-IDX90
5541,honggfuzz,56,60,57,1781,4,mbedtls_fuzz_dtlsclient-IDX90
5542,entropic,56,60,57,1744,5,mbedtls_fuzz_dtlsclient-IDX90
5543,libfuzzer,56,60,57,1633,6,mbedtls_fuzz_dtlsclient-IDX90
5544,libfuzzer,55,300,121,2519,1,openssl_x509-IDX80
5545,aflplusplus,54,120,121,2419,2,openssl_x509-IDX80
5546,honggfuzz,52,180,121,2277,3,openssl_x509-IDX80
5547,eclipser,51,240,121,2300,4,openssl_x509-IDX80
5548,entropic,51,900,121,2467,5,openssl_x509-IDX80
5549,afl,48,300,121,2500,6,openssl_x509-IDX80
5550,eclipser,213,720,236,5530,1,harfbuzz-1.3.2-IDX91
5551,entropic,208,840,236,5164,2,harfbuzz-1.3.2-IDX91
5552,aflplusplus,207,900,236,4843,3,harfbuzz-1.3.2-IDX91
5553,afl,203,720,236,5287,4,harfbuzz-1.3.2-IDX91
5554,honggfuzz,190,840,236,5202,5,harfbuzz-1.3.2-IDX91
5555,libfuzzer,175,780,236,4971,6,harfbuzz-1.3.2-IDX91
5556,aflplusplus,259,780,274,5072,1,harfbuzz-1.3.2-IDX18
5557,honggfuzz,188,420,274,3524,2,harfbuzz-1.3.2-IDX18
5558,eclipser,36,420,274,2941,3,harfbuzz-1.3.2-IDX18
5559,afl,23,60,274,2768,4,harfbuzz-1.3.2-IDX18
5560,entropic,23,60,274,2730,5,harfbuzz-1.3.2-IDX18
5561,libfuzzer,23,60,274,2667,6,harfbuzz-1.3.2-IDX18
5562,eclipser,9,60,9,2183,1,mbedtls_fuzz_dtlsclient-IDX71
5563,honggfuzz,9,60,9,2168,2,mbedtls_fuzz_dtlsclient-IDX71
5564,afl,9,60,9,2153,3,mbedtls_fuzz_dtlsclient-IDX71
5565,aflplusplus,9,60,9,2147,4,mbedtls_fuzz_dtlsclient-IDX71
5566,entropic,9,60,9,2140,5,mbedtls_fuzz_dtlsclient-IDX71
5567,libfuzzer,9,60,9,2117,6,mbedtls_fuzz_dtlsclient-IDX71
5568,libfuzzer,51,60,51,514,1,jsoncpp_jsoncpp_fuzzer-IDX51
5569,afl,51,60,51,513,2,jsoncpp_jsoncpp_fuzzer-IDX51
5570,aflplusplus,51,60,51,513,2,jsoncpp_jsoncpp_fuzzer-IDX51
5571,entropic,51,60,51,512,3,jsoncpp_jsoncpp_fuzzer-IDX51
5572,honggfuzz,51,60,51,510,4,jsoncpp_jsoncpp_fuzzer-IDX51
5573,eclipser,51,60,51,510,4,jsoncpp_jsoncpp_fuzzer-IDX51
5574,aflplusplus,280,600,281,956,1,libpng-1.2.56-IDX87
5575,honggfuzz,151,120,281,709,2,libpng-1.2.56-IDX87
5576,entropic,114,60,281,677,3,libpng-1.2.56-IDX87
5577,libfuzzer,114,60,281,672,4,libpng-1.2.56-IDX87
5578,afl,114,60,281,631,5,libpng-1.2.56-IDX87
5579,eclipser,114,120,281,604,6,libpng-1.2.56-IDX87
5580,libfuzzer,11,60,11,1979,1,openthread-2019-12-23-IDX64
5581,aflplusplus,11,60,11,1769,2,openthread-2019-12-23-IDX64
5582,afl,11,60,11,1765,3,openthread-2019-12-23-IDX64
5583,entropic,11,60,11,1765,3,openthread-2019-12-23-IDX64
5584,honggfuzz,11,60,11,1751,4,openthread-2019-12-23-IDX64
5585,eclipser,11,120,11,1848,5,openthread-2019-12-23-IDX64
5586,honggfuzz,41,300,41,196,1,systemd_fuzz-link-parser-IDX14
5587,entropic,41,420,41,173,2,systemd_fuzz-link-parser-IDX14
5588,libfuzzer,41,420,41,169,3,systemd_fuzz-link-parser-IDX14
5589,aflplusplus,41,480,41,203,4,systemd_fuzz-link-parser-IDX14
5590,afl,41,600,41,193,5,systemd_fuzz-link-parser-IDX14
5591,eclipser,38,120,41,173,6,systemd_fuzz-link-parser-IDX14
5592,libfuzzer,17,60,24,2167,1,proj4-2017-08-14-IDX67
5593,entropic,17,180,24,2798,2,proj4-2017-08-14-IDX67
5594,honggfuzz,17,480,24,2969,3,proj4-2017-08-14-IDX67
5595,aflplusplus,12,180,24,2234,4,proj4-2017-08-14-IDX67
5596,afl,3,60,24,1687,5,proj4-2017-08-14-IDX67
5597,eclipser,3,60,24,1150,6,proj4-2017-08-14-IDX67
5598,honggfuzz,23,120,317,1850,1,mbedtls_fuzz_dtlsclient-IDX84
5599,aflplusplus,17,120,317,1855,2,mbedtls_fuzz_dtlsclient-IDX84
5600,afl,17,420,317,1863,3,mbedtls_fuzz_dtlsclient-IDX84
5601,eclipser,17,480,317,1857,4,mbedtls_fuzz_dtlsclient-IDX84
5602,entropic,15,840,317,1894,5,mbedtls_fuzz_dtlsclient-IDX84
5603,libfuzzer,1,60,317,1688,6,mbedtls_fuzz_dtlsclient-IDX84
5604,libfuzzer,214,240,214,7910,1,sqlite3_ossfuzz-IDX23
5605,afl,214,420,214,8262,2,sqlite3_ossfuzz-IDX23
5606,entropic,213,240,214,7896,3,sqlite3_ossfuzz-IDX23
5607,honggfuzz,213,240,214,7525,4,sqlite3_ossfuzz-IDX23
5608,aflplusplus,213,480,214,8179,5,sqlite3_ossfuzz-IDX23
5609,eclipser,213,780,214,8415,6,sqlite3_ossfuzz-IDX23
5610,honggfuzz,297,480,1011,3680,1,freetype2-2017-IDX90
5611,aflplusplus,294,420,1011,3217,2,freetype2-2017-IDX90
5612,eclipser,286,840,1011,4533,3,freetype2-2017-IDX90
5613,entropic,279,420,1011,2605,4,freetype2-2017-IDX90
5614,afl,247,780,1011,2773,5,freetype2-2017-IDX90
5615,libfuzzer,233,480,1011,2404,6,freetype2-2017-IDX90
5616,libfuzzer,363,660,1652,1714,1,openssl_x509-IDX10
5617,eclipser,324,780,1652,1642,2,openssl_x509-IDX10
5618,honggfuzz,134,780,1652,1436,3,openssl_x509-IDX10
5619,aflplusplus,132,60,1652,1426,4,openssl_x509-IDX10
5620,entropic,132,660,1652,1431,5,openssl_x509-IDX10
5621,afl,121,60,1652,1403,6,openssl_x509-IDX10
5622,honggfuzz,1036,900,1817,5502,1,freetype2-2017-IDX98
5623,libfuzzer,672,660,1817,2945,2,freetype2-2017-IDX98
5624,eclipser,585,540,1817,2745,3,freetype2-2017-IDX98
5625,aflplusplus,441,840,1817,2844,4,freetype2-2017-IDX98
5626,entropic,373,240,1817,2239,5,freetype2-2017-IDX98
5627,afl,234,180,1817,2184,6,freetype2-2017-IDX98
5628,honggfuzz,116,780,231,5394,1,curl_curl_fuzzer_http-IDX47
5629,aflplusplus,113,300,231,5118,2,curl_curl_fuzzer_http-IDX47
5630,afl,107,180,231,4892,3,curl_curl_fuzzer_http-IDX47
5631,eclipser,107,240,231,4989,4,curl_curl_fuzzer_http-IDX47
5632,entropic,107,300,231,4919,5,curl_curl_fuzzer_http-IDX47
5633,libfuzzer,107,540,231,4969,6,curl_curl_fuzzer_http-IDX47
5634,afl,3,60,3,191,1,systemd_fuzz-link-parser-IDX37
5635,honggfuzz,3,60,3,189,2,systemd_fuzz-link-parser-IDX37
5636,libfuzzer,3,60,3,187,3,systemd_fuzz-link-parser-IDX37
5637,entropic,3,60,3,186,4,systemd_fuzz-link-parser-IDX37
5638,aflplusplus,3,60,3,184,5,systemd_fuzz-link-parser-IDX37
5639,eclipser,3,60,3,175,6,systemd_fuzz-link-parser-IDX37
5640,entropic,91,60,91,514,1,jsoncpp_jsoncpp_fuzzer-IDX1
5641,eclipser,91,60,91,511,2,jsoncpp_jsoncpp_fuzzer-IDX1
5642,aflplusplus,91,60,91,511,2,jsoncpp_jsoncpp_fuzzer-IDX1
5643,libfuzzer,91,60,91,511,2,jsoncpp_jsoncpp_fuzzer-IDX1
5644,honggfuzz,91,60,91,508,3,jsoncpp_jsoncpp_fuzzer-IDX1
5645,afl,91,120,91,510,4,jsoncpp_jsoncpp_fuzzer-IDX1
5646,afl,258,60,268,6574,1,curl_curl_fuzzer_http-IDX32
5647,eclipser,258,60,268,6413,2,curl_curl_fuzzer_http-IDX32
5648,honggfuzz,258,60,268,6400,3,curl_curl_fuzzer_http-IDX32
5649,aflplusplus,258,120,268,6817,4,curl_curl_fuzzer_http-IDX32
5650,libfuzzer,249,60,268,6110,5,curl_curl_fuzzer_http-IDX32
5651,entropic,249,60,268,6086,6,curl_curl_fuzzer_http-IDX32
5652,aflplusplus,26,60,26,2069,1,libpcap_fuzz_both-IDX87
5653,libfuzzer,26,60,26,2009,2,libpcap_fuzz_both-IDX87
5654,afl,26,60,26,1957,3,libpcap_fuzz_both-IDX87
5655,eclipser,26,60,26,1911,4,libpcap_fuzz_both-IDX87
5656,entropic,26,60,26,1871,5,libpcap_fuzz_both-IDX87
5657,honggfuzz,26,120,26,2014,6,libpcap_fuzz_both-IDX87
5658,honggfuzz,199,840,291,4138,1,harfbuzz-1.3.2-IDX29
5659,aflplusplus,194,900,291,4163,2,harfbuzz-1.3.2-IDX29
5660,afl,181,480,291,3335,3,harfbuzz-1.3.2-IDX29
5661,eclipser,181,540,291,3363,4,harfbuzz-1.3.2-IDX29
5662,libfuzzer,180,60,291,3217,5,harfbuzz-1.3.2-IDX29
5663,entropic,180,120,291,3176,6,harfbuzz-1.3.2-IDX29
5664,eclipser,64,300,64,1521,1,libpcap_fuzz_both-IDX13
5665,afl,64,600,64,1555,2,libpcap_fuzz_both-IDX13
5666,honggfuzz,54,60,64,1508,3,libpcap_fuzz_both-IDX13
5667,libfuzzer,54,660,64,1484,4,libpcap_fuzz_both-IDX13
5668,entropic,54,780,64,1421,5,libpcap_fuzz_both-IDX13
5669,aflplusplus,27,120,64,988,6,libpcap_fuzz_both-IDX13
5670,afl,204,360,204,2130,1,openthread-2019-12-23-IDX75
5671,aflplusplus,204,420,204,2215,2,openthread-2019-12-23-IDX75
5672,libfuzzer,204,420,204,2174,3,openthread-2019-12-23-IDX75
5673,eclipser,204,540,204,2209,4,openthread-2019-12-23-IDX75
5674,entropic,204,780,204,2207,5,openthread-2019-12-23-IDX75
5675,honggfuzz,191,60,204,1958,6,openthread-2019-12-23-IDX75
5676,aflplusplus,345,300,408,3291,1,freetype2-2017-IDX71
5677,honggfuzz,250,420,408,5270,2,freetype2-2017-IDX71
5678,entropic,250,780,408,2995,3,freetype2-2017-IDX71
5679,libfuzzer,249,660,408,2894,4,freetype2-2017-IDX71
5680,eclipser,248,120,408,3357,5,freetype2-2017-IDX71
5681,afl,248,120,408,2407,6,freetype2-2017-IDX71
5682,eclipser,159,120,159,1501,1,libjpeg-turbo-07-2017-IDX33
5683,aflplusplus,158,60,159,1275,2,libjpeg-turbo-07-2017-IDX33
5684,afl,158,180,159,1512,3,libjpeg-turbo-07-2017-IDX33
5685,libfuzzer,158,660,159,1271,4,libjpeg-turbo-07-2017-IDX33
5686,entropic,157,720,159,1371,5,libjpeg-turbo-07-2017-IDX33
5687,honggfuzz,71,60,159,1217,6,libjpeg-turbo-07-2017-IDX33
5688,aflplusplus,81,720,81,1205,1,vorbis-2017-12-11-IDX11
5689,honggfuzz,80,420,81,1156,2,vorbis-2017-12-11-IDX11
5690,eclipser,55,720,81,1167,3,vorbis-2017-12-11-IDX11
5691,afl,54,420,81,1161,4,vorbis-2017-12-11-IDX11
5692,libfuzzer,54,660,81,1141,5,vorbis-2017-12-11-IDX11
5693,entropic,28,900,81,1129,6,vorbis-2017-12-11-IDX11
5694,entropic,44,540,45,3206,1,proj4-2017-08-14-IDX77
5695,libfuzzer,44,840,45,3256,2,proj4-2017-08-14-IDX77
5696,honggfuzz,44,840,45,3161,3,proj4-2017-08-14-IDX77
5697,eclipser,42,300,45,1928,4,proj4-2017-08-14-IDX77
5698,afl,42,300,45,1755,5,proj4-2017-08-14-IDX77
5699,aflplusplus,42,660,45,2499,6,proj4-2017-08-14-IDX77
5700,aflplusplus,66,60,66,2013,1,openthread-2019-12-23-IDX22
5701,libfuzzer,66,60,66,1997,2,openthread-2019-12-23-IDX22
5702,entropic,66,60,66,1988,3,openthread-2019-12-23-IDX22
5703,afl,66,60,66,1824,4,openthread-2019-12-23-IDX22
5704,eclipser,66,60,66,1810,5,openthread-2019-12-23-IDX22
5705,honggfuzz,66,60,66,1807,6,openthread-2019-12-23-IDX22
5706,libfuzzer,26,60,26,515,1,jsoncpp_jsoncpp_fuzzer-IDX17
